// This file is almost automatically generated by the tools in
// build-tools/enumification-helpers. See README.md there for details.
//
// Each line represents: [API], [C#NS], [C#type], [Java], [value]
//	API - Platform Name (API Level) Since.
//	C#NS - C# namespace.
//	C#type - C# type. Dotted for nested types.
//  java - Java constant, in JNI-ish specification: Package/Type.Field, where
//			- package names are split by '/' and
//			- nested type names are split by '$'.
//  value - constant integer value
//
// First couple of lines were manually edited mappings (historical, and/or
// cannot be generated by tool for various reasons). The rest are autogenerated.

// this cannot be automatically generated, too exceptional...
10,Android.Bluetooth.MajorDeviceClass,Peripheral,android/bluetooth/BluetoothClass$Device$Major.PERIPHERAL,1280
10,Android.Bluetooth.MajorDeviceClass,Phone,android/bluetooth/BluetoothClass$Device$Major.PHONE,512
10,Android.Bluetooth.MajorDeviceClass,Toy,android/bluetooth/BluetoothClass$Device$Major.TOY,2048
10,Android.Bluetooth.MajorDeviceClass,Uncategorized,android/bluetooth/BluetoothClass$Device$Major.UNCATEGORIZED,7936
10,Android.Bluetooth.MajorDeviceClass,Wearable,android/bluetooth/BluetoothClass$Device$Major.WEARABLE,1792
10,Android.Bluetooth.ServiceClass,Audio,android/bluetooth/BluetoothClass$Service.AUDIO,2097152
10,Android.Bluetooth.ServiceClass,Capture,android/bluetooth/BluetoothClass$Service.CAPTURE,524288
10,Android.Bluetooth.ServiceClass,Information,android/bluetooth/BluetoothClass$Service.INFORMATION,8388608
10,Android.Bluetooth.ServiceClass,LimitedDiscoverability,android/bluetooth/BluetoothClass$Service.LIMITED_DISCOVERABILITY,8192
10,Android.Bluetooth.ServiceClass,Networking,android/bluetooth/BluetoothClass$Service.NETWORKING,131072
10,Android.Bluetooth.ServiceClass,ObjectTransfer,android/bluetooth/BluetoothClass$Service.OBJECT_TRANSFER,1048576
10,Android.Bluetooth.ServiceClass,Positioning,android/bluetooth/BluetoothClass$Service.POSITIONING,65536
10,Android.Bluetooth.ServiceClass,Render,android/bluetooth/BluetoothClass$Service.RENDER,262144
10,Android.Bluetooth.ServiceClass,Telephony,android/bluetooth/BluetoothClass$Service.TELEPHONY,4194304
10,Android.Bluetooth.Bond,Bonded,android/bluetooth/BluetoothDevice.BOND_BONDED,12
10,Android.Bluetooth.Bond,Bonding,android/bluetooth/BluetoothDevice.BOND_BONDING,11
10,Android.Bluetooth.Bond,None,android/bluetooth/BluetoothDevice.BOND_NONE,10
26,Android.Bluetooth.BluetoothPhy,Le1m,android/bluetooth/BluetoothDevice.PHY_LE_1M,1
26,Android.Bluetooth.BluetoothPhy,Le1mMask,android/bluetooth/BluetoothDevice.PHY_LE_1M_MASK,1
26,Android.Bluetooth.BluetoothPhy,Le2m,android/bluetooth/BluetoothDevice.PHY_LE_2M,2
26,Android.Bluetooth.BluetoothPhy,Le2mMask,android/bluetooth/BluetoothDevice.PHY_LE_2M_MASK,2
26,Android.Bluetooth.BluetoothPhy,LeCoded,android/bluetooth/BluetoothDevice.PHY_LE_CODED,3
26,Android.Bluetooth.BluetoothPhy,LeCodedMask,android/bluetooth/BluetoothDevice.PHY_LE_CODED_MASK,4
26,Android.Bluetooth.BluetoothPhyOption,NoPreferred,android/bluetooth/BluetoothDevice.PHY_OPTION_NO_PREFERRED,0
26,Android.Bluetooth.BluetoothPhyOption,S2,android/bluetooth/BluetoothDevice.PHY_OPTION_S2,1
26,Android.Bluetooth.BluetoothPhyOption,S8,android/bluetooth/BluetoothDevice.PHY_OPTION_S8,2
26,Android.Bluetooth.LE.BluetoothPhy,Unused,android/bluetooth/le/ScanResult.PHY_UNUSED,0
15,Android.Bluetooth.ProfileState,Connected,I:android/bluetooth/BluetoothProfile.STATE_CONNECTED,2
15,Android.Bluetooth.ProfileState,Connecting,I:android/bluetooth/BluetoothProfile.STATE_CONNECTING,1
15,Android.Bluetooth.ProfileState,Disconnected,I:android/bluetooth/BluetoothProfile.STATE_DISCONNECTED,0
